Years,Months,Days,Hour,Datetime,Average of PM2.5,Average of Temp,Average of Humid,Average of WindSpeed
2022,Apr,14-Apr,11 PM,14-Apr 2022 11 PM,44.1,36.0,56.0,0.0
2022,Apr,15-Apr,12 AM,15-Apr 2022 12 AM,42.6,35.1,58.1,0.0
2022,Apr,15-Apr,1 AM,15-Apr 2022 1 AM,42.7,34.6,59.7,0.0
2022,Apr,15-Apr,2 AM,15-Apr 2022 2 AM,41.7,34.3,60.6,0.0
2022,Apr,15-Apr,3 AM,15-Apr 2022 3 AM,41.3,33.7,61.5,0.0
2022,Apr,15-Apr,4 AM,15-Apr 2022 4 AM,41.1,33.1,63.0,0.0
2022,Apr,15-Apr,5 AM,15-Apr 2022 5 AM,41.1,32.9,63.5,0.0
2022,Apr,15-Apr,6 AM,15-Apr 2022 6 AM,41.6,33.3,63.7,0.0
2022,Apr,15-Apr,7 AM,15-Apr 2022 7 AM,36.1,36.5,59.7,0.0
2022,Apr,15-Apr,8 AM,15-Apr 2022 8 AM,28.9,39.9,54.6,0.1
2022,Apr,15-Apr,9 AM,15-Apr 2022 9 AM,29.9,41.8,49.2,0.2
2022,Apr,15-Apr,10 AM,15-Apr 2022 10 AM,31.0,42.6,45.7,0.2
2022,Apr,15-Apr,11 AM,15-Apr 2022 11 AM,29.6,43.6,42.3,0.2
2022,Apr,15-Apr,12 PM,15-Apr 2022 12 PM,28.8,45.0,39.1,0.3
2022,Apr,15-Apr,1 PM,15-Apr 2022 1 PM,29.0,46.2,37.8,0.2
2022,Apr,15-Apr,2 PM,15-Apr 2022 2 PM,28.6,47.9,35.0,0.4
2022,Apr,15-Apr,3 PM,15-Apr 2022 3 PM,30.3,47.4,35.2,0.3
2022,Apr,15-Apr,4 PM,15-Apr 2022 4 PM,28.5,47.0,36.7,0.2
2022,Apr,15-Apr,5 PM,15-Apr 2022 5 PM,25.6,45.9,34.3,0.3
2022,Apr,15-Apr,6 PM,15-Apr 2022 6 PM,28.6,42.9,35.9,0.1
2022,Apr,15-Apr,7 PM,15-Apr 2022 7 PM,31.7,40.7,41.3,0.0
2022,Apr,15-Apr,8 PM,15-Apr 2022 8 PM,37.3,38.7,48.0,0.0
2022,Apr,15-Apr,9 PM,15-Apr 2022 9 PM,36.9,37.1,51.4,0.0
2022,Apr,15-Apr,10 PM,15-Apr 2022 10 PM,35.9,36.5,51.8,0.0
2022,Apr,15-Apr,11 PM,15-Apr 2022 11 PM,38.1,36.2,55.8,0.0
2022,Apr,16-Apr,12 AM,16-Apr 2022 12 AM,38.5,35.5,59.4,0.0
2022,Apr,16-Apr,1 AM,16-Apr 2022 1 AM,38.8,34.4,60.2,0.0
2022,Apr,16-Apr,2 AM,16-Apr 2022 2 AM,38.2,34.1,61.3,0.0
2022,Apr,16-Apr,3 AM,16-Apr 2022 3 AM,39.0,33.4,63.4,0.0
2022,Apr,16-Apr,4 AM,16-Apr 2022 4 AM,37.5,33.1,65.2,0.0
2022,Apr,16-Apr,5 AM,16-Apr 2022 5 AM,36.5,33.3,64.8,0.0
2022,Apr,16-Apr,6 AM,16-Apr 2022 6 AM,34.6,33.8,64.5,0.0
2022,Apr,16-Apr,7 AM,16-Apr 2022 7 AM,32.2,36.5,61.4,0.0
2022,Apr,16-Apr,8 AM,16-Apr 2022 8 AM,30.8,39.8,55.9,0.1
2022,Apr,16-Apr,9 AM,16-Apr 2022 9 AM,31.0,40.5,52.7,0.1
2022,Apr,16-Apr,10 AM,16-Apr 2022 10 AM,31.0,41.9,49.5,0.1
2022,Apr,16-Apr,11 AM,16-Apr 2022 11 AM,31.2,43.1,45.8,0.3
2022,Apr,16-Apr,12 PM,16-Apr 2022 12 PM,29.2,44.1,43.6,0.2
2022,Apr,16-Apr,1 PM,16-Apr 2022 1 PM,28.7,45.7,40.0,0.4
2022,Apr,16-Apr,2 PM,16-Apr 2022 2 PM,27.4,47.3,35.7,0.4
2022,Apr,16-Apr,3 PM,16-Apr 2022 3 PM,25.7,48.7,33.6,0.2
2022,Apr,16-Apr,4 PM,16-Apr 2022 4 PM,24.4,49.3,32.4,0.0
2022,Apr,16-Apr,5 PM,16-Apr 2022 5 PM,27.6,46.2,37.1,0.1
2022,Apr,16-Apr,6 PM,16-Apr 2022 6 PM,29.0,43.9,42.2,0.0
2022,Apr,16-Apr,7 PM,16-Apr 2022 7 PM,35.4,41.4,46.9,0.2
2022,Apr,16-Apr,8 PM,16-Apr 2022 8 PM,33.0,39.9,49.0,0.0
2022,Apr,16-Apr,9 PM,16-Apr 2022 9 PM,40.6,38.3,53.6,0.2
2022,Apr,16-Apr,10 PM,16-Apr 2022 10 PM,34.2,37.6,55.2,0.3
2022,Apr,16-Apr,11 PM,16-Apr 2022 11 PM,33.9,37.2,56.5,0.2
2022,Apr,17-Apr,12 AM,17-Apr 2022 12 AM,34.9,36.2,58.5,0.1
2022,Apr,17-Apr,1 AM,17-Apr 2022 1 AM,32.9,35.8,59.2,0.0
2022,Apr,17-Apr,2 AM,17-Apr 2022 2 AM,32.0,35.5,60.0,0.0
2022,Apr,17-Apr,3 AM,17-Apr 2022 3 AM,30.4,35.6,59.8,0.0
2022,Apr,17-Apr,4 AM,17-Apr 2022 4 AM,29.0,35.3,60.1,0.0
2022,Apr,17-Apr,5 AM,17-Apr 2022 5 AM,26.5,34.8,60.6,0.2
2022,Apr,17-Apr,6 AM,17-Apr 2022 6 AM,26.6,34.7,61.3,0.3
2022,Apr,17-Apr,7 AM,17-Apr 2022 7 AM,25.0,35.9,59.7,0.5
2022,Apr,17-Apr,8 AM,17-Apr 2022 8 AM,23.3,37.7,57.1,0.7
2022,Apr,17-Apr,9 AM,17-Apr 2022 9 AM,23.7,40.4,52.0,0.3
2022,Apr,17-Apr,10 AM,17-Apr 2022 10 AM,22.1,42.9,45.9,0.3
2022,Apr,17-Apr,11 AM,17-Apr 2022 11 AM,22.7,43.9,44.0,0.2
2022,Apr,17-Apr,12 PM,17-Apr 2022 12 PM,27.9,42.8,46.4,0.2
2022,Apr,17-Apr,1 PM,17-Apr 2022 1 PM,27.2,44.4,43.6,0.1
2022,Apr,17-Apr,2 PM,17-Apr 2022 2 PM,25.9,44.5,42.4,1.2
2022,Apr,18-Apr,3 PM,18-Apr 2022 3 PM,19.9,43.1,43.0,0.5
2022,Apr,18-Apr,4 PM,18-Apr 2022 4 PM,15.9,35.5,59.7,2.7
2022,Apr,18-Apr,5 PM,18-Apr 2022 5 PM,13.3,31.8,67.6,0.5
2022,Apr,18-Apr,6 PM,18-Apr 2022 6 PM,13.1,32.3,67.4,0.1
2022,Apr,18-Apr,7 PM,18-Apr 2022 7 PM,13.4,32.5,66.7,0.0
2022,Apr,18-Apr,8 PM,18-Apr 2022 8 PM,12.8,32.4,67.6,0.0
2022,Apr,18-Apr,9 PM,18-Apr 2022 9 PM,11.0,32.1,67.6,0.0
2022,Apr,18-Apr,10 PM,18-Apr 2022 10 PM,13.1,31.8,68.3,0.0
2022,Apr,18-Apr,11 PM,18-Apr 2022 11 PM,14.6,32.0,68.3,0.0
2022,Apr,19-Apr,12 AM,19-Apr 2022 12 AM,13.8,31.8,68.3,0.0
2022,Apr,19-Apr,1 AM,19-Apr 2022 1 AM,18.2,31.4,69.4,0.0
2022,Apr,19-Apr,2 AM,19-Apr 2022 2 AM,21.0,31.5,68.9,0.0
2022,Apr,19-Apr,3 AM,19-Apr 2022 3 AM,20.7,31.6,68.4,0.0
2022,Apr,19-Apr,4 AM,19-Apr 2022 4 AM,18.0,31.6,68.4,0.0
2022,Apr,19-Apr,5 AM,19-Apr 2022 5 AM,21.7,31.2,69.7,0.0
2022,Apr,19-Apr,6 AM,19-Apr 2022 6 AM,21.2,31.6,68.8,0.0
2022,Apr,19-Apr,7 AM,19-Apr 2022 7 AM,24.7,32.4,68.0,0.0
2022,Apr,19-Apr,8 AM,19-Apr 2022 8 AM,25.6,34.5,64.2,0.0
2022,Apr,19-Apr,9 AM,19-Apr 2022 9 AM,18.4,37.8,58.3,0.0
2022,Apr,19-Apr,10 AM,19-Apr 2022 10 AM,15.5,39.8,52.1,0.0
2022,Apr,19-Apr,11 AM,19-Apr 2022 11 AM,15.4,40.7,49.2,0.1
2022,Apr,19-Apr,12 PM,19-Apr 2022 12 PM,13.9,40.2,48.5,0.6
2022,Apr,19-Apr,1 PM,19-Apr 2022 1 PM,13.8,41.2,45.7,0.2
2022,Apr,19-Apr,2 PM,19-Apr 2022 2 PM,14.8,41.4,45.5,0.2
2022,Apr,19-Apr,3 PM,19-Apr 2022 3 PM,16.8,41.4,44.2,0.1
2022,Apr,19-Apr,4 PM,19-Apr 2022 4 PM,18.0,40.5,49.2,0.2
2022,Apr,19-Apr,5 PM,19-Apr 2022 5 PM,19.8,35.2,61.3,0.6
2022,Apr,19-Apr,6 PM,19-Apr 2022 6 PM,14.4,32.7,67.4,0.1
2022,Apr,19-Apr,7 PM,19-Apr 2022 7 PM,17.0,32.9,67.2,0.0
2022,Apr,19-Apr,8 PM,19-Apr 2022 8 PM,17.4,32.9,66.7,0.0
2022,Apr,19-Apr,9 PM,19-Apr 2022 9 PM,17.8,33.1,67.3,0.0
2022,Apr,19-Apr,10 PM,19-Apr 2022 10 PM,17.5,32.8,67.7,0.0
2022,Apr,19-Apr,11 PM,19-Apr 2022 11 PM,15.7,32.7,67.9,0.0
2022,Apr,20-Apr,12 AM,20-Apr 2022 12 AM,16.1,32.3,68.4,0.0
2022,Apr,20-Apr,1 AM,20-Apr 2022 1 AM,15.8,31.9,67.9,0.0
2022,Apr,20-Apr,2 AM,20-Apr 2022 2 AM,15.7,31.4,67.7,0.0
2022,Apr,20-Apr,3 AM,20-Apr 2022 3 AM,15.4,31.2,67.5,0.0
2022,Apr,20-Apr,4 AM,20-Apr 2022 4 AM,15.4,31.0,67.4,0.0
2022,Apr,20-Apr,5 AM,20-Apr 2022 5 AM,15.4,30.8,67.2,0.0
2022,Apr,20-Apr,6 AM,20-Apr 2022 6 AM,15.7,31.5,67.0,0.0
2022,Apr,20-Apr,7 AM,20-Apr 2022 7 AM,14.5,34.8,62.2,0.0
2022,Apr,20-Apr,8 AM,20-Apr 2022 8 AM,14.7,37.6,57.1,0.0
2022,Apr,20-Apr,9 AM,20-Apr 2022 9 AM,14.6,40.0,52.0,0.0
2022,Apr,20-Apr,10 AM,20-Apr 2022 10 AM,15.6,41.6,47.8,0.1
2022,Apr,20-Apr,11 AM,20-Apr 2022 11 AM,15.4,42.2,43.4,0.2
2022,Apr,20-Apr,12 PM,20-Apr 2022 12 PM,15.8,42.8,40.6,0.3
2022,Apr,20-Apr,1 PM,20-Apr 2022 1 PM,15.8,44.7,37.7,0.2
2022,Apr,20-Apr,2 PM,20-Apr 2022 2 PM,16.8,44.0,40.3,0.1
2022,Apr,20-Apr,3 PM,20-Apr 2022 3 PM,16.7,43.2,42.8,0.1
2022,Apr,20-Apr,4 PM,20-Apr 2022 4 PM,17.4,43.4,42.7,0.3
2022,Apr,20-Apr,5 PM,20-Apr 2022 5 PM,14.6,38.0,47.9,0.8
2022,Apr,20-Apr,6 PM,20-Apr 2022 6 PM,17.0,37.5,49.7,0.1
2022,Apr,20-Apr,7 PM,20-Apr 2022 7 PM,22.0,36.1,54.3,0.1
2022,Apr,20-Apr,8 PM,20-Apr 2022 8 PM,22.9,35.5,57.4,0.1
2022,Apr,20-Apr,9 PM,20-Apr 2022 9 PM,24.0,35.1,59.0,0.0
2022,Apr,20-Apr,10 PM,20-Apr 2022 10 PM,24.2,34.6,60.7,0.0
2022,Apr,20-Apr,11 PM,20-Apr 2022 11 PM,22.5,34.3,61.4,0.0
2022,Apr,21-Apr,12 AM,21-Apr 2022 12 AM,21.6,34.0,62.3,0.0
2022,Apr,21-Apr,1 AM,21-Apr 2022 1 AM,21.6,33.8,62.4,0.0
2022,Apr,21-Apr,2 AM,21-Apr 2022 2 AM,24.8,33.1,64.3,0.1
2022,Apr,21-Apr,3 AM,21-Apr 2022 3 AM,23.1,33.1,64.2,0.0
2022,Apr,21-Apr,4 AM,21-Apr 2022 4 AM,23.8,32.9,64.8,0.0
2022,Apr,21-Apr,5 AM,21-Apr 2022 5 AM,25.3,32.7,65.4,0.0
2022,Apr,21-Apr,6 AM,21-Apr 2022 6 AM,25.2,33.3,64.6,0.0
2022,Apr,21-Apr,7 AM,21-Apr 2022 7 AM,26.7,36.0,61.6,0.0
2022,Apr,21-Apr,8 AM,21-Apr 2022 8 AM,28.2,40.1,53.8,0.0
2022,Apr,21-Apr,9 AM,21-Apr 2022 9 AM,26.6,42.6,48.3,0.0
2022,Apr,21-Apr,10 AM,21-Apr 2022 10 AM,24.1,43.3,45.0,0.0
2022,Apr,21-Apr,11 AM,21-Apr 2022 11 AM,26.4,43.4,44.2,0.2
2022,Apr,21-Apr,12 PM,21-Apr 2022 12 PM,24.4,44.0,42.1,0.3
2022,Apr,21-Apr,1 PM,21-Apr 2022 1 PM,24.4,44.3,42.4,0.6
2022,Apr,21-Apr,2 PM,21-Apr 2022 2 PM,26.6,43.4,45.5,0.8
2022,Apr,21-Apr,3 PM,21-Apr 2022 3 PM,23.5,44.3,41.6,0.5
2022,Apr,21-Apr,4 PM,21-Apr 2022 4 PM,15.2,37.5,52.6,2.7
2022,Apr,21-Apr,5 PM,21-Apr 2022 5 PM,17.6,31.9,67.7,1.0
2022,Apr,21-Apr,6 PM,21-Apr 2022 6 PM,14.3,32.0,68.2,0.1
2022,Apr,21-Apr,7 PM,21-Apr 2022 7 PM,14.2,32.6,67.2,0.0
2022,Apr,21-Apr,8 PM,21-Apr 2022 8 PM,15.9,32.0,68.7,0.0
2022,Apr,21-Apr,9 PM,21-Apr 2022 9 PM,15.8,32.2,68.0,0.0
2022,Apr,21-Apr,10 PM,21-Apr 2022 10 PM,22.6,31.9,68.2,0.0
2022,Apr,21-Apr,11 PM,21-Apr 2022 11 PM,21.7,31.9,68.7,0.0
2022,Apr,22-Apr,12 AM,22-Apr 2022 12 AM,19.1,31.6,69.3,0.0
2022,Apr,22-Apr,1 AM,22-Apr 2022 1 AM,15.8,31.7,68.6,0.0
2022,Apr,22-Apr,2 AM,22-Apr 2022 2 AM,15.3,31.9,68.1,0.0
2022,Apr,22-Apr,3 AM,22-Apr 2022 3 AM,15.9,31.7,68.7,0.0
2022,Apr,22-Apr,4 AM,22-Apr 2022 4 AM,16.5,31.6,68.7,0.0
2022,Apr,22-Apr,5 AM,22-Apr 2022 5 AM,15.5,31.7,68.5,0.0
2022,Apr,22-Apr,6 AM,22-Apr 2022 6 AM,17.4,32.5,67.7,0.0
2022,Apr,22-Apr,7 AM,22-Apr 2022 7 AM,15.4,36.6,61.8,0.0
2022,Apr,22-Apr,8 AM,22-Apr 2022 8 AM,11.8,39.9,56.2,0.0
2022,Apr,22-Apr,9 AM,22-Apr 2022 9 AM,10.0,41.4,51.7,0.0
2022,Apr,22-Apr,10 AM,22-Apr 2022 10 AM,12.4,42.2,49.1,0.1
2022,Apr,22-Apr,11 AM,22-Apr 2022 11 AM,11.4,42.4,47.0,0.2
2022,Apr,22-Apr,12 PM,22-Apr 2022 12 PM,10.0,43.1,45.6,0.1
2022,Apr,22-Apr,1 PM,22-Apr 2022 1 PM,8.6,44.7,42.1,0.0
2022,Apr,22-Apr,2 PM,22-Apr 2022 2 PM,9.0,46.3,39.1,0.1
2022,Apr,22-Apr,3 PM,22-Apr 2022 3 PM,10.1,45.2,40.7,0.5
2022,Apr,22-Apr,4 PM,22-Apr 2022 4 PM,8.1,41.6,45.8,0.7
2022,Apr,22-Apr,5 PM,22-Apr 2022 5 PM,13.5,40.5,48.8,0.0
2022,Apr,22-Apr,6 PM,22-Apr 2022 6 PM,10.6,39.7,51.8,0.1
2022,Apr,22-Apr,7 PM,22-Apr 2022 7 PM,14.4,37.4,56.2,0.1
2022,Apr,22-Apr,8 PM,22-Apr 2022 8 PM,20.1,36.7,57.2,0.0
2022,Apr,22-Apr,9 PM,22-Apr 2022 9 PM,26.5,36.0,59.3,0.1
2022,Apr,22-Apr,10 PM,22-Apr 2022 10 PM,18.1,36.1,59.4,0.0
2022,Apr,22-Apr,11 PM,22-Apr 2022 11 PM,16.5,35.4,61.2,0.0
2022,Apr,23-Apr,12 AM,23-Apr 2022 12 AM,16.0,35.0,62.2,0.0
2022,Apr,23-Apr,1 AM,23-Apr 2022 1 AM,16.7,34.4,63.6,0.0
2022,Apr,23-Apr,2 AM,23-Apr 2022 2 AM,16.5,33.6,65.0,0.0
2022,Apr,23-Apr,3 AM,23-Apr 2022 3 AM,14.8,33.4,65.1,0.0
2022,Apr,23-Apr,4 AM,23-Apr 2022 4 AM,12.8,33.2,65.4,0.0
2022,Apr,23-Apr,5 AM,23-Apr 2022 5 AM,10.9,32.9,65.6,0.0
2022,Apr,23-Apr,6 AM,23-Apr 2022 6 AM,9.7,33.7,64.1,0.0
2022,Apr,23-Apr,7 AM,23-Apr 2022 7 AM,9.2,37.7,58.5,0.0
2022,Apr,23-Apr,8 AM,23-Apr 2022 8 AM,6.3,41.3,50.1,0.0
2022,Apr,23-Apr,9 AM,23-Apr 2022 9 AM,6.7,41.9,48.6,0.0
2022,Apr,23-Apr,10 AM,23-Apr 2022 10 AM,8.5,42.3,46.8,0.2
2022,Apr,23-Apr,11 AM,23-Apr 2022 11 AM,6.1,43.0,44.6,0.2
2022,Apr,23-Apr,12 PM,23-Apr 2022 12 PM,5.5,43.2,43.1,0.3
2022,Apr,23-Apr,1 PM,23-Apr 2022 1 PM,7.0,44.5,40.0,0.3
2022,Apr,23-Apr,2 PM,23-Apr 2022 2 PM,6.6,47.0,36.3,0.2
2022,Apr,23-Apr,3 PM,23-Apr 2022 3 PM,7.8,46.8,37.2,0.3
2022,Apr,23-Apr,4 PM,23-Apr 2022 4 PM,10.1,45.9,38.5,0.4
2022,Apr,23-Apr,5 PM,23-Apr 2022 5 PM,7.3,43.3,41.3,0.8
2022,Apr,23-Apr,6 PM,23-Apr 2022 6 PM,8.0,40.8,46.1,0.1
2022,Apr,23-Apr,7 PM,23-Apr 2022 7 PM,9.0,39.7,49.9,0.0
2022,Apr,23-Apr,8 PM,23-Apr 2022 8 PM,14.7,38.7,54.0,0.0
2022,Apr,23-Apr,9 PM,23-Apr 2022 9 PM,14.9,37.3,56.6,0.0
2022,Apr,23-Apr,10 PM,23-Apr 2022 10 PM,13.2,36.9,57.2,0.0
2022,Apr,23-Apr,11 PM,23-Apr 2022 11 PM,13.4,35.8,59.9,0.0
2022,Apr,24-Apr,12 AM,24-Apr 2022 12 AM,12.3,35.3,60.9,0.0
2022,Apr,24-Apr,1 AM,24-Apr 2022 1 AM,13.0,35.2,61.9,0.0
2022,Apr,24-Apr,2 AM,24-Apr 2022 2 AM,14.1,34.6,63.2,0.0
2022,Apr,24-Apr,3 AM,24-Apr 2022 3 AM,14.6,34.3,63.7,0.0
2022,Apr,24-Apr,4 AM,24-Apr 2022 4 AM,14.7,33.6,64.9,0.0
2022,Apr,24-Apr,5 AM,24-Apr 2022 5 AM,15.0,33.1,66.0,0.0
2022,Apr,24-Apr,6 AM,24-Apr 2022 6 AM,14.7,33.9,64.6,0.0
2022,Apr,24-Apr,7 AM,24-Apr 2022 7 AM,13.3,37.9,58.2,0.0
2022,Apr,24-Apr,8 AM,24-Apr 2022 8 AM,10.4,41.4,52.1,0.0
2022,Apr,24-Apr,9 AM,24-Apr 2022 9 AM,12.0,42.8,48.4,0.0
2022,Apr,24-Apr,10 AM,24-Apr 2022 10 AM,12.3,42.9,46.0,0.2
2022,Apr,24-Apr,11 AM,24-Apr 2022 11 AM,10.4,43.6,43.0,0.2
2022,Apr,24-Apr,12 PM,24-Apr 2022 12 PM,10.6,44.7,42.1,0.1
2022,Apr,24-Apr,1 PM,24-Apr 2022 1 PM,10.1,46.4,39.4,0.2
2022,Apr,24-Apr,2 PM,24-Apr 2022 2 PM,10.7,46.6,38.3,0.3
2022,Apr,24-Apr,3 PM,24-Apr 2022 3 PM,12.9,46.0,40.3,0.7
2022,Apr,24-Apr,4 PM,24-Apr 2022 4 PM,10.1,44.7,41.5,1.1
2022,Apr,24-Apr,5 PM,24-Apr 2022 5 PM,11.1,43.7,42.8,0.4
2022,Apr,24-Apr,6 PM,24-Apr 2022 6 PM,17.6,41.1,47.3,0.1
2022,Apr,24-Apr,7 PM,24-Apr 2022 7 PM,21.9,39.7,51.0,0.0
