Years,Months,Days,Hour,Datetime,Average of PM2.5,Average of Temp,Average of Humid,Average of WindSpeed
2022,Jun,13-Jun,12 PM,13-Jun 2022 12 PM,6.6,43.1,46.2,0.2
2022,Jun,13-Jun,1 PM,13-Jun 2022 1 PM,6.3,43.2,45.6,0.1
2022,Jun,13-Jun,2 PM,13-Jun 2022 2 PM,6.9,43.4,45.6,0.1
2022,Jun,13-Jun,3 PM,13-Jun 2022 3 PM,9.2,42.8,46.3,0.2
2022,Jun,13-Jun,4 PM,13-Jun 2022 4 PM,8.0,42.1,46.5,0.1
2022,Jun,13-Jun,5 PM,13-Jun 2022 5 PM,7.6,41.1,48.3,0.1
2022,Jun,13-Jun,6 PM,13-Jun 2022 6 PM,10.7,39.8,51.5,0.0
2022,Jun,13-Jun,7 PM,13-Jun 2022 7 PM,11.2,38.7,53.7,0.0
2022,Jun,13-Jun,8 PM,13-Jun 2022 8 PM,17.9,37.3,57.4,0.0
2022,Jun,13-Jun,9 PM,13-Jun 2022 9 PM,13.1,36.5,59.2,0.0
2022,Jun,13-Jun,10 PM,13-Jun 2022 10 PM,12.6,35.8,60.7,0.0
2022,Jun,13-Jun,11 PM,13-Jun 2022 11 PM,12.8,35.5,62.2,0.0
2022,Jun,14-Jun,12 AM,14-Jun 2022 12 AM,9.0,35.0,62.9,0.0
2022,Jun,14-Jun,1 AM,14-Jun 2022 1 AM,8.7,34.7,63.5,0.0
2022,Jun,14-Jun,2 AM,14-Jun 2022 2 AM,9.4,34.8,63.7,0.0
2022,Jun,14-Jun,3 AM,14-Jun 2022 3 AM,10.9,34.2,65.4,0.0
2022,Jun,14-Jun,4 AM,14-Jun 2022 4 AM,14.1,34.0,66.2,0.0
2022,Jun,14-Jun,5 AM,14-Jun 2022 5 AM,13.3,34.0,66.1,0.0
2022,Jun,14-Jun,6 AM,14-Jun 2022 6 AM,10.8,34.7,65.2,0.0
2022,Jun,14-Jun,7 AM,14-Jun 2022 7 AM,8.8,37.3,61.0,0.0
2022,Jun,14-Jun,8 AM,14-Jun 2022 8 AM,7.0,40.1,54.8,0.0
2022,Jun,14-Jun,9 AM,14-Jun 2022 9 AM,6.4,41.4,50.3,0.0
2022,Jun,14-Jun,10 AM,14-Jun 2022 10 AM,6.7,42.0,48.4,0.0
2022,Jun,14-Jun,11 AM,14-Jun 2022 11 AM,7.8,43.2,45.0,0.0
2022,Jun,14-Jun,12 PM,14-Jun 2022 12 PM,5.3,43.7,42.8,0.1
2022,Jun,14-Jun,1 PM,14-Jun 2022 1 PM,4.7,44.4,40.8,0.2
2022,Jun,14-Jun,2 PM,14-Jun 2022 2 PM,5.8,43.7,45.0,1.1
2022,Jun,14-Jun,3 PM,14-Jun 2022 3 PM,5.7,42.9,45.6,0.7
2022,Jun,14-Jun,4 PM,14-Jun 2022 4 PM,6.7,42.0,49.9,0.4
2022,Jun,14-Jun,5 PM,14-Jun 2022 5 PM,5.0,40.4,52.0,0.3
2022,Jun,14-Jun,6 PM,14-Jun 2022 6 PM,7.1,39.3,55.0,0.0
2022,Jun,14-Jun,7 PM,14-Jun 2022 7 PM,10.1,38.3,58.1,0.0
2022,Jun,14-Jun,8 PM,14-Jun 2022 8 PM,12.4,37.4,60.6,0.0
2022,Jun,14-Jun,9 PM,14-Jun 2022 9 PM,11.8,36.8,62.4,0.0
2022,Jun,14-Jun,10 PM,14-Jun 2022 10 PM,9.3,35.7,64.5,0.0
2022,Jun,14-Jun,11 PM,14-Jun 2022 11 PM,8.2,35.5,64.7,0.0
2022,Jun,15-Jun,12 AM,15-Jun 2022 12 AM,8.1,35.3,65.2,0.0
2022,Jun,15-Jun,1 AM,15-Jun 2022 1 AM,8.2,35.1,65.4,0.0
2022,Jun,15-Jun,2 AM,15-Jun 2022 2 AM,8.3,34.6,66.1,0.0
2022,Jun,15-Jun,3 AM,15-Jun 2022 3 AM,8.4,34.3,66.7,0.0
2022,Jun,15-Jun,4 AM,15-Jun 2022 4 AM,8.5,34.0,67.0,0.0
2022,Jun,15-Jun,5 AM,15-Jun 2022 5 AM,8.9,33.5,67.8,0.0
2022,Jun,15-Jun,6 AM,15-Jun 2022 6 AM,8.7,34.4,67.0,0.0
2022,Jun,15-Jun,7 AM,15-Jun 2022 7 AM,6.7,38.7,59.1,0.0
2022,Jun,15-Jun,8 AM,15-Jun 2022 8 AM,6.3,39.5,55.7,0.0
2022,Jun,15-Jun,9 AM,15-Jun 2022 9 AM,7.4,40.7,53.0,0.0
2022,Jun,15-Jun,10 AM,15-Jun 2022 10 AM,7.8,42.1,50.0,0.1
2022,Jun,15-Jun,11 AM,15-Jun 2022 11 AM,10.7,42.2,49.6,0.2
2022,Jun,15-Jun,12 PM,15-Jun 2022 12 PM,8.8,42.8,47.5,0.1
2022,Jun,15-Jun,1 PM,15-Jun 2022 1 PM,8.0,43.7,45.7,0.3
2022,Jun,15-Jun,2 PM,15-Jun 2022 2 PM,3.3,37.7,54.3,1.7
2022,Jun,15-Jun,3 PM,15-Jun 2022 3 PM,3.5,33.8,64.2,0.2
2022,Jun,15-Jun,4 PM,15-Jun 2022 4 PM,4.4,34.4,64.6,0.1
2022,Jun,15-Jun,5 PM,15-Jun 2022 5 PM,3.6,35.3,62.9,0.0
2022,Jun,15-Jun,6 PM,15-Jun 2022 6 PM,4.1,34.8,63.8,0.0
2022,Jun,15-Jun,7 PM,15-Jun 2022 7 PM,4.8,34.3,65.2,0.0
2022,Jun,15-Jun,8 PM,15-Jun 2022 8 PM,6.5,34.0,66.1,0.0
2022,Jun,15-Jun,9 PM,15-Jun 2022 9 PM,5.6,33.7,66.5,0.0
2022,Jun,15-Jun,10 PM,15-Jun 2022 10 PM,4.8,33.4,66.5,0.0
2022,Jun,15-Jun,11 PM,15-Jun 2022 11 PM,4.4,33.2,66.5,0.0
2022,Jun,16-Jun,12 AM,16-Jun 2022 12 AM,4.6,33.0,67.2,0.0
2022,Jun,16-Jun,1 AM,16-Jun 2022 1 AM,5.0,32.9,67.4,0.0
2022,Jun,16-Jun,2 AM,16-Jun 2022 2 AM,5.0,32.9,67.2,0.0
2022,Jun,16-Jun,3 AM,16-Jun 2022 3 AM,5.4,32.6,67.7,0.0
2022,Jun,16-Jun,4 AM,16-Jun 2022 4 AM,5.5,32.5,67.8,0.0
2022,Jun,16-Jun,5 AM,16-Jun 2022 5 AM,6.1,32.4,68.2,0.0
2022,Jun,16-Jun,6 AM,16-Jun 2022 6 AM,6.1,33.1,67.9,0.0
2022,Jun,16-Jun,7 AM,16-Jun 2022 7 AM,5.4,36.8,62.3,0.0
2022,Jun,16-Jun,8 AM,16-Jun 2022 8 AM,4.6,39.6,56.0,0.1
2022,Jun,16-Jun,9 AM,16-Jun 2022 9 AM,4.1,40.0,53.9,0.1
2022,Jun,16-Jun,10 AM,16-Jun 2022 10 AM,3.9,41.2,49.9,0.0
2022,Jun,16-Jun,11 AM,16-Jun 2022 11 AM,4.4,42.3,46.9,0.0
2022,Jun,16-Jun,12 PM,16-Jun 2022 12 PM,4.8,42.6,45.2,0.1
2022,Jun,16-Jun,1 PM,16-Jun 2022 1 PM,4.7,44.0,42.2,0.1
2022,Jun,16-Jun,2 PM,16-Jun 2022 2 PM,4.3,42.4,46.6,1.3
2022,Jun,16-Jun,3 PM,16-Jun 2022 3 PM,4.2,43.5,43.8,0.6
2022,Jun,16-Jun,4 PM,16-Jun 2022 4 PM,6.0,43.8,42.7,0.3
2022,Jun,16-Jun,5 PM,16-Jun 2022 5 PM,4.7,43.2,43.3,0.1
2022,Jun,16-Jun,6 PM,16-Jun 2022 6 PM,6.1,41.4,47.0,0.0
2022,Jun,16-Jun,7 PM,16-Jun 2022 7 PM,11.6,39.7,51.9,0.0
2022,Jun,16-Jun,8 PM,16-Jun 2022 8 PM,11.8,38.1,57.2,0.0
2022,Jun,16-Jun,9 PM,16-Jun 2022 9 PM,10.4,36.9,60.0,0.0
2022,Jun,16-Jun,10 PM,16-Jun 2022 10 PM,9.1,36.5,60.8,0.0
2022,Jun,16-Jun,11 PM,16-Jun 2022 11 PM,7.7,36.0,61.9,0.0
2022,Jun,17-Jun,12 AM,17-Jun 2022 12 AM,8.2,35.4,63.8,0.0
2022,Jun,17-Jun,1 AM,17-Jun 2022 1 AM,9.4,35.2,64.4,0.0
2022,Jun,17-Jun,2 AM,17-Jun 2022 2 AM,7.1,34.4,65.2,0.0
2022,Jun,17-Jun,3 AM,17-Jun 2022 3 AM,7.7,34.2,65.6,0.0
2022,Jun,17-Jun,4 AM,17-Jun 2022 4 AM,7.1,33.8,66.2,0.0
2022,Jun,17-Jun,5 AM,17-Jun 2022 5 AM,8.7,33.4,67.5,0.0
2022,Jun,17-Jun,6 AM,17-Jun 2022 6 AM,12.0,34.3,66.5,0.0
2022,Jun,17-Jun,7 AM,17-Jun 2022 7 AM,15.4,36.0,63.8,0.0
2022,Jun,17-Jun,8 AM,17-Jun 2022 8 AM,9.9,38.8,58.0,0.0
2022,Jun,17-Jun,9 AM,17-Jun 2022 9 AM,8.2,42.0,50.8,0.0
2022,Jun,17-Jun,10 AM,17-Jun 2022 10 AM,9.9,42.4,49.5,0.0
2022,Jun,17-Jun,11 AM,17-Jun 2022 11 AM,12.8,43.2,47.7,0.0
2022,Jun,17-Jun,12 PM,17-Jun 2022 12 PM,11.7,43.1,47.3,0.2
2022,Jun,17-Jun,1 PM,17-Jun 2022 1 PM,6.6,43.9,43.6,0.4
2022,Jun,17-Jun,2 PM,17-Jun 2022 2 PM,6.0,45.2,41.8,0.4
2022,Jun,17-Jun,3 PM,17-Jun 2022 3 PM,8.9,45.4,42.3,0.2
2022,Jun,17-Jun,4 PM,17-Jun 2022 4 PM,14.1,43.0,46.8,0.0
2022,Jun,17-Jun,5 PM,17-Jun 2022 5 PM,10.6,40.9,52.6,0.1
2022,Jun,17-Jun,6 PM,17-Jun 2022 6 PM,11.6,39.7,55.6,0.0
2022,Jun,17-Jun,7 PM,17-Jun 2022 7 PM,18.0,39.2,57.7,0.0
2022,Jun,17-Jun,8 PM,17-Jun 2022 8 PM,16.2,38.1,60.6,0.0
2022,Jun,17-Jun,9 PM,17-Jun 2022 9 PM,10.6,36.1,62.3,0.0
2022,Jun,17-Jun,10 PM,17-Jun 2022 10 PM,12.8,35.4,64.2,0.0
2022,Jun,17-Jun,11 PM,17-Jun 2022 11 PM,16.9,35.7,65.3,0.0
2022,Jun,18-Jun,12 AM,18-Jun 2022 12 AM,7.1,33.7,64.1,0.5
2022,Jun,18-Jun,1 AM,18-Jun 2022 1 AM,4.1,30.1,70.1,0.9
2022,Jun,19-Jun,6 AM,19-Jun 2022 6 AM,2.9,31.9,69.0,0.0
2022,Jun,19-Jun,7 AM,19-Jun 2022 7 AM,3.2,36.2,63.2,0.0
2022,Jun,19-Jun,8 AM,19-Jun 2022 8 AM,9.4,39.7,58.0,0.0
2022,Jun,19-Jun,9 AM,19-Jun 2022 9 AM,12.5,40.1,56.6,0.0
2022,Jun,19-Jun,10 AM,19-Jun 2022 10 AM,13.5,40.9,54.8,0.0
2022,Jun,19-Jun,11 AM,19-Jun 2022 11 AM,8.5,41.3,51.6,0.1
2022,Jun,19-Jun,12 PM,19-Jun 2022 12 PM,5.9,41.6,49.5,0.4
2022,Jun,19-Jun,1 PM,19-Jun 2022 1 PM,4.0,42.7,46.5,0.4
2022,Jun,19-Jun,2 PM,19-Jun 2022 2 PM,3.9,42.2,46.9,0.1
2022,Jun,19-Jun,3 PM,19-Jun 2022 3 PM,4.1,42.6,48.3,0.0
2022,Jun,19-Jun,4 PM,19-Jun 2022 4 PM,7.8,41.8,49.1,0.0
2022,Jun,19-Jun,5 PM,19-Jun 2022 5 PM,6.7,40.7,53.7,0.0
2022,Jun,19-Jun,6 PM,19-Jun 2022 6 PM,6.4,39.4,58.6,0.0
2022,Jun,19-Jun,7 PM,19-Jun 2022 7 PM,9.3,37.9,61.2,0.3
2022,Jun,19-Jun,8 PM,19-Jun 2022 8 PM,1.7,35.1,58.6,0.9
2022,Jun,19-Jun,9 PM,19-Jun 2022 9 PM,2.7,34.6,60.7,0.3
2022,Jun,19-Jun,10 PM,19-Jun 2022 10 PM,6.5,34.2,63.7,0.0
2022,Jun,19-Jun,11 PM,19-Jun 2022 11 PM,3.0,33.7,65.0,0.0
2022,Jun,20-Jun,12 AM,20-Jun 2022 12 AM,2.7,33.1,65.9,0.0
2022,Jun,20-Jun,1 AM,20-Jun 2022 1 AM,2.5,32.7,66.7,0.0
2022,Jun,20-Jun,2 AM,20-Jun 2022 2 AM,3.4,32.1,67.4,0.0
2022,Jun,20-Jun,3 AM,20-Jun 2022 3 AM,4.6,31.9,67.9,0.0
2022,Jun,20-Jun,4 AM,20-Jun 2022 4 AM,2.7,31.8,68.1,0.0
2022,Jun,20-Jun,5 AM,20-Jun 2022 5 AM,2.3,31.5,68.1,0.0
2022,Jun,20-Jun,6 AM,20-Jun 2022 6 AM,2.9,32.7,66.0,0.0
2022,Jun,20-Jun,7 AM,20-Jun 2022 7 AM,2.2,35.9,60.7,0.0
2022,Jun,20-Jun,8 AM,20-Jun 2022 8 AM,2.6,37.1,58.0,0.0
2022,Jun,20-Jun,9 AM,20-Jun 2022 9 AM,2.8,38.6,53.0,0.0
2022,Jun,20-Jun,10 AM,20-Jun 2022 10 AM,2.7,40.1,48.8,0.1
2022,Jun,20-Jun,11 AM,20-Jun 2022 11 AM,4.6,40.8,47.3,0.2
2022,Jun,20-Jun,12 PM,20-Jun 2022 12 PM,5.5,41.2,46.9,0.3
2022,Jun,20-Jun,1 PM,20-Jun 2022 1 PM,3.9,42.7,44.7,0.2
2022,Jun,20-Jun,2 PM,20-Jun 2022 2 PM,7.8,43.9,41.6,0.4
2022,Jun,20-Jun,3 PM,20-Jun 2022 3 PM,6.1,44.4,39.8,0.6
2022,Jun,20-Jun,4 PM,20-Jun 2022 4 PM,5.2,44.7,39.6,0.3
2022,Jun,20-Jun,5 PM,20-Jun 2022 5 PM,3.1,43.6,40.4,0.1
2022,Jun,20-Jun,6 PM,20-Jun 2022 6 PM,3.5,41.8,43.9,0.0
2022,Jun,20-Jun,7 PM,20-Jun 2022 7 PM,9.9,39.2,53.5,0.0
2022,Jun,20-Jun,8 PM,20-Jun 2022 8 PM,10.3,37.5,58.9,0.0
2022,Jun,20-Jun,9 PM,20-Jun 2022 9 PM,10.6,36.6,61.4,0.0
2022,Jun,20-Jun,10 PM,20-Jun 2022 10 PM,6.2,36.2,59.5,0.1
2022,Jun,20-Jun,11 PM,20-Jun 2022 11 PM,3.1,35.0,60.4,0.7
2022,Jun,21-Jun,12 AM,21-Jun 2022 12 AM,1.0,32.5,63.7,0.2
2022,Jun,21-Jun,1 AM,21-Jun 2022 1 AM,1.2,31.9,65.0,0.0
2022,Jun,21-Jun,2 AM,21-Jun 2022 2 AM,1.1,32.2,64.1,0.0
2022,Jun,21-Jun,3 AM,21-Jun 2022 3 AM,0.9,32.1,64.7,0.0
2022,Jun,21-Jun,4 AM,21-Jun 2022 4 AM,1.1,31.8,65.6,0.0
2022,Jun,21-Jun,5 AM,21-Jun 2022 5 AM,1.2,31.6,66.3,0.0
2022,Jun,21-Jun,6 AM,21-Jun 2022 6 AM,1.4,33.8,63.7,0.0
2022,Jun,21-Jun,7 AM,21-Jun 2022 7 AM,1.6,37.9,55.5,0.0
2022,Jun,21-Jun,8 AM,21-Jun 2022 8 AM,1.5,40.3,50.3,0.0
2022,Jun,21-Jun,9 AM,21-Jun 2022 9 AM,2.3,40.8,49.4,0.1
2022,Jun,21-Jun,10 AM,21-Jun 2022 10 AM,2.7,40.9,49.9,0.2
2022,Jun,21-Jun,11 AM,21-Jun 2022 11 AM,2.6,41.1,49.1,0.3
2022,Jun,21-Jun,12 PM,21-Jun 2022 12 PM,3.7,41.8,47.5,0.3
2022,Jun,21-Jun,1 PM,21-Jun 2022 1 PM,2.8,43.0,44.3,0.3
2022,Jun,21-Jun,2 PM,21-Jun 2022 2 PM,2.2,43.9,42.2,0.3
2022,Jun,21-Jun,3 PM,21-Jun 2022 3 PM,2.4,45.1,40.5,0.3
2022,Jun,21-Jun,4 PM,21-Jun 2022 4 PM,1.9,44.9,40.0,0.2
2022,Jun,21-Jun,5 PM,21-Jun 2022 5 PM,2.8,43.2,43.6,0.0
2022,Jun,21-Jun,6 PM,21-Jun 2022 6 PM,9.5,41.8,46.5,0.0
2022,Jun,21-Jun,7 PM,21-Jun 2022 7 PM,10.2,39.8,51.9,0.1
2022,Jun,21-Jun,8 PM,21-Jun 2022 8 PM,7.8,37.7,57.7,0.9
2022,Jun,21-Jun,9 PM,21-Jun 2022 9 PM,1.6,33.7,64.6,0.4
2022,Jun,21-Jun,10 PM,21-Jun 2022 10 PM,1.4,31.8,68.4,0.2
2022,Jun,21-Jun,11 PM,21-Jun 2022 11 PM,1.1,31.8,68.6,0.0
2022,Jun,22-Jun,12 AM,22-Jun 2022 12 AM,1.4,32.0,69.0,0.0
2022,Jun,22-Jun,1 AM,22-Jun 2022 1 AM,1.4,31.8,69.3,0.0
2022,Jun,22-Jun,2 AM,22-Jun 2022 2 AM,1.2,31.6,69.5,0.1
2022,Jun,22-Jun,3 AM,22-Jun 2022 3 AM,1.8,31.5,70.0,0.0
2022,Jun,22-Jun,4 AM,22-Jun 2022 4 AM,2.3,31.6,69.8,0.0
2022,Jun,22-Jun,5 AM,22-Jun 2022 5 AM,2.1,31.6,69.6,0.0
2022,Jun,22-Jun,6 AM,22-Jun 2022 6 AM,3.0,31.8,69.4,0.0
2022,Jun,22-Jun,7 AM,22-Jun 2022 7 AM,3.7,34.7,65.3,0.0
2022,Jun,22-Jun,8 AM,22-Jun 2022 8 AM,1.9,37.5,59.9,0.0
2022,Jun,22-Jun,9 AM,22-Jun 2022 9 AM,1.5,39.7,54.9,0.0
2022,Jun,22-Jun,10 AM,22-Jun 2022 10 AM,2.2,41.0,51.9,0.0
2022,Jun,22-Jun,11 AM,22-Jun 2022 11 AM,2.7,41.2,51.4,0.1
2022,Jun,22-Jun,12 PM,22-Jun 2022 12 PM,2.5,41.6,49.1,0.2
2022,Jun,22-Jun,1 PM,22-Jun 2022 1 PM,3.6,42.8,47.5,0.2
2022,Jun,22-Jun,2 PM,22-Jun 2022 2 PM,5.4,43.9,45.0,0.2
2022,Jun,22-Jun,3 PM,22-Jun 2022 3 PM,5.8,41.9,47.5,0.3
2022,Jun,22-Jun,4 PM,22-Jun 2022 4 PM,8.2,42.0,48.6,0.1
2022,Jun,22-Jun,5 PM,22-Jun 2022 5 PM,10.9,42.9,48.9,0.0
2022,Jun,22-Jun,6 PM,22-Jun 2022 6 PM,12.3,40.0,55.4,0.1
2022,Jun,22-Jun,7 PM,22-Jun 2022 7 PM,7.1,37.5,59.6,0.1
2022,Jun,22-Jun,8 PM,22-Jun 2022 8 PM,8.3,36.7,61.3,0.1
2022,Jun,22-Jun,9 PM,22-Jun 2022 9 PM,9.2,35.7,63.3,0.0
2022,Jun,22-Jun,10 PM,22-Jun 2022 10 PM,9.5,34.8,64.8,0.1
2022,Jun,22-Jun,11 PM,22-Jun 2022 11 PM,8.1,34.6,64.2,0.0
2022,Jun,23-Jun,12 AM,23-Jun 2022 12 AM,10.1,34.5,64.9,0.0
2022,Jun,23-Jun,1 AM,23-Jun 2022 1 AM,8.9,34.8,64.3,0.0
2022,Jun,23-Jun,2 AM,23-Jun 2022 2 AM,10.2,34.3,65.5,0.0
2022,Jun,23-Jun,3 AM,23-Jun 2022 3 AM,7.8,34.1,66.1,0.0
2022,Jun,23-Jun,4 AM,23-Jun 2022 4 AM,6.8,34.2,66.0,0.0
2022,Jun,23-Jun,5 AM,23-Jun 2022 5 AM,7.3,34.2,65.9,0.0
2022,Jun,23-Jun,6 AM,23-Jun 2022 6 AM,5.2,34.2,66.4,0.0
2022,Jun,23-Jun,7 AM,23-Jun 2022 7 AM,3.8,36.4,62.7,0.0
2022,Jun,23-Jun,8 AM,23-Jun 2022 8 AM,3.2,38.3,57.8,0.0
2022,Jun,23-Jun,9 AM,23-Jun 2022 9 AM,3.8,36.6,59.7,0.3
2022,Jun,23-Jun,10 AM,23-Jun 2022 10 AM,3.4,34.3,65.3,0.2
2022,Jun,23-Jun,11 AM,23-Jun 2022 11 AM,3.7,36.7,60.1,0.2
2022,Jun,23-Jun,12 PM,23-Jun 2022 12 PM,9.2,39.4,54.5,0.1
2022,Jun,23-Jun,1 PM,23-Jun 2022 1 PM,7.2,41.6,49.2,0.0
2022,Jun,23-Jun,2 PM,23-Jun 2022 2 PM,7.9,41.6,50.1,0.0
2022,Jun,23-Jun,3 PM,23-Jun 2022 3 PM,8.4,42.3,49.1,0.0
2022,Jun,23-Jun,4 PM,23-Jun 2022 4 PM,8.9,40.8,51.2,0.0
2022,Jun,23-Jun,5 PM,23-Jun 2022 5 PM,11.4,38.7,57.3,0.0
2022,Jun,23-Jun,6 PM,23-Jun 2022 6 PM,12.9,37.7,59.7,0.0
2022,Jun,23-Jun,7 PM,23-Jun 2022 7 PM,14.5,36.2,63.2,0.0
2022,Jun,23-Jun,8 PM,23-Jun 2022 8 PM,16.1,35.2,65.3,0.1
2022,Jun,23-Jun,9 PM,23-Jun 2022 9 PM,13.8,35.4,65.1,0.0
2022,Jun,23-Jun,10 PM,23-Jun 2022 10 PM,13.4,35.3,65.0,0.0
2022,Jun,23-Jun,11 PM,23-Jun 2022 11 PM,12.6,35.1,65.5,0.0
2022,Jun,24-Jun,12 AM,24-Jun 2022 12 AM,9.9,34.6,66.1,0.0
2022,Jun,24-Jun,1 AM,24-Jun 2022 1 AM,10.2,34.5,66.6,0.0
2022,Jun,24-Jun,2 AM,24-Jun 2022 2 AM,9.8,33.9,67.6,0.0
2022,Jun,24-Jun,3 AM,24-Jun 2022 3 AM,8.7,33.8,67.4,0.0
2022,Jun,24-Jun,4 AM,24-Jun 2022 4 AM,7.9,33.9,67.2,0.0
2022,Jun,24-Jun,5 AM,24-Jun 2022 5 AM,8.9,33.5,68.0,0.0
2022,Jun,24-Jun,6 AM,24-Jun 2022 6 AM,7.8,34.1,67.4,0.0
2022,Jun,24-Jun,7 AM,24-Jun 2022 7 AM,8.2,35.2,66.1,0.0
2022,Jun,24-Jun,8 AM,24-Jun 2022 8 AM,6.7,39.9,56.3,0.0
2022,Jun,24-Jun,9 AM,24-Jun 2022 9 AM,4.3,42.1,49.4,0.0
2022,Jun,24-Jun,10 AM,24-Jun 2022 10 AM,3.1,41.7,48.5,0.2
2022,Jun,24-Jun,11 AM,24-Jun 2022 11 AM,3.3,42.2,47.9,0.1
2022,Jun,24-Jun,12 PM,24-Jun 2022 12 PM,3.0,40.9,51.4,0.0
2022,Jun,24-Jun,1 PM,24-Jun 2022 1 PM,2.9,41.7,50.3,0.0
2022,Jun,24-Jun,2 PM,24-Jun 2022 2 PM,4.8,41.1,51.5,0.1
2022,Jun,24-Jun,3 PM,24-Jun 2022 3 PM,6.6,38.6,56.3,0.2
2022,Jun,24-Jun,4 PM,24-Jun 2022 4 PM,9.2,37.0,60.1,0.2
2022,Jun,24-Jun,5 PM,24-Jun 2022 5 PM,7.1,36.3,60.5,0.1
2022,Jun,24-Jun,6 PM,24-Jun 2022 6 PM,7.4,35.8,60.5,0.0
2022,Jun,24-Jun,7 PM,24-Jun 2022 7 PM,5.6,35.8,60.1,0.0
2022,Jun,24-Jun,8 PM,24-Jun 2022 8 PM,6.9,35.5,60.3,0.4
2022,Jun,24-Jun,9 PM,24-Jun 2022 9 PM,2.8,33.3,62.6,0.2
2022,Jun,24-Jun,10 PM,24-Jun 2022 10 PM,2.4,32.7,65.5,0.0
2022,Jun,24-Jun,11 PM,24-Jun 2022 11 PM,2.2,32.9,65.6,0.0
2022,Jun,25-Jun,12 AM,25-Jun 2022 12 AM,2.3,32.6,65.6,0.0
2022,Jun,25-Jun,1 AM,25-Jun 2022 1 AM,2.8,32.4,66.3,0.0
2022,Jun,25-Jun,2 AM,25-Jun 2022 2 AM,3.6,32.1,66.8,0.0
2022,Jun,25-Jun,3 AM,25-Jun 2022 3 AM,3.3,32.2,66.5,0.0
2022,Jun,25-Jun,4 AM,25-Jun 2022 4 AM,3.6,31.5,68.2,0.0
2022,Jun,25-Jun,5 AM,25-Jun 2022 5 AM,4.3,31.0,69.0,0.0
2022,Jun,25-Jun,6 AM,25-Jun 2022 6 AM,4.2,32.1,67.4,0.0
2022,Jun,25-Jun,7 AM,25-Jun 2022 7 AM,4.0,35.5,62.2,0.0
2022,Jun,25-Jun,8 AM,25-Jun 2022 8 AM,4.3,38.9,54.8,0.0
2022,Jun,25-Jun,9 AM,25-Jun 2022 9 AM,3.9,41.2,48.6,0.0
2022,Jun,25-Jun,10 AM,25-Jun 2022 10 AM,5.3,41.5,47.1,0.0
2022,Jun,25-Jun,11 AM,25-Jun 2022 11 AM,4.7,41.7,46.8,0.1
2022,Jun,25-Jun,12 PM,25-Jun 2022 12 PM,2.5,42.0,44.5,0.1
2022,Jun,25-Jun,1 PM,25-Jun 2022 1 PM,1.9,43.0,42.4,0.1
2022,Jun,25-Jun,2 PM,25-Jun 2022 2 PM,2.7,44.1,41.2,0.1
2022,Jun,25-Jun,3 PM,25-Jun 2022 3 PM,3.2,44.4,40.5,0.1
2022,Jun,25-Jun,4 PM,25-Jun 2022 4 PM,3.9,42.9,43.2,0.1
2022,Jun,25-Jun,5 PM,25-Jun 2022 5 PM,9.6,38.8,54.5,0.2
2022,Jun,25-Jun,6 PM,25-Jun 2022 6 PM,14.5,38.2,56.0,0.0
2022,Jun,25-Jun,7 PM,25-Jun 2022 7 PM,14.0,37.4,58.6,0.0
2022,Jun,25-Jun,8 PM,25-Jun 2022 8 PM,12.3,36.5,61.3,0.0
2022,Jun,25-Jun,9 PM,25-Jun 2022 9 PM,10.3,36.6,60.9,0.0
2022,Jun,25-Jun,10 PM,25-Jun 2022 10 PM,9.7,36.3,61.6,0.0
2022,Jun,25-Jun,11 PM,25-Jun 2022 11 PM,7.5,35.6,62.2,0.0
2022,Jun,26-Jun,12 AM,26-Jun 2022 12 AM,6.8,35.3,63.2,0.0
2022,Jun,26-Jun,1 AM,26-Jun 2022 1 AM,6.2,34.8,64.7,0.0
2022,Jun,26-Jun,2 AM,26-Jun 2022 2 AM,5.2,34.5,65.1,0.0
2022,Jun,26-Jun,3 AM,26-Jun 2022 3 AM,4.6,34.2,65.7,0.0
2022,Jun,26-Jun,4 AM,26-Jun 2022 4 AM,3.7,34.2,65.9,0.0
2022,Jun,26-Jun,5 AM,26-Jun 2022 5 AM,3.3,34.0,66.4,0.0
2022,Jun,26-Jun,6 AM,26-Jun 2022 6 AM,2.9,34.5,65.7,0.0
2022,Jun,26-Jun,7 AM,26-Jun 2022 7 AM,3.3,37.0,61.0,0.2
2022,Jun,26-Jun,8 AM,26-Jun 2022 8 AM,4.0,38.7,56.7,0.4
2022,Jun,26-Jun,9 AM,26-Jun 2022 9 AM,4.2,39.8,53.8,0.1
2022,Jun,26-Jun,10 AM,26-Jun 2022 10 AM,3.4,41.8,49.1,0.0
2022,Jun,26-Jun,11 AM,26-Jun 2022 11 AM,2.4,42.2,46.0,0.1
2022,Jun,26-Jun,12 PM,26-Jun 2022 12 PM,2.7,42.5,45.6,0.2
2022,Jun,26-Jun,1 PM,26-Jun 2022 1 PM,2.3,43.4,43.7,0.2
2022,Jun,26-Jun,2 PM,26-Jun 2022 2 PM,1.5,40.6,47.6,1.1
2022,Jun,26-Jun,3 PM,26-Jun 2022 3 PM,2.8,38.2,57.1,0.0
2022,Jun,26-Jun,4 PM,26-Jun 2022 4 PM,2.6,39.3,53.2,0.0
2022,Jun,26-Jun,5 PM,26-Jun 2022 5 PM,3.3,39.2,52.7,0.0
